force,angle
2.6760,-8.8475
2.6669,-8.6937
2.6586,-8.6498
2.6505,-8.5399
2.6449,-8.3421
2.6413,-8.2762
2.6347,-8.0785
2.6263,-7.9906
2.6194,-7.7489
2.6134,-7.6610
2.6089,-7.5731
2.6016,-7.3534
2.5929,-7.0238
2.5852,-7.0238
2.5770,-6.9579
2.5721,-6.7381
2.5692,-6.4525
2.5616,-6.3207
2.5532,-6.1229
2.5426,-5.9032
2.5317,-5.6395
2.5208,-5.3539
2.5095,-5.2001
2.4972,-5.1341
2.4871,-4.9803
2.4791,-4.7167
2.4704,-4.5848
2.4626,-4.5189
2.4553,-4.3871
2.4501,-4.2113
2.4428,-4.0355
2.4347,-4.0135
2.4275,-3.7718
2.4213,-3.7499
2.4144,-3.5301
2.4076,-3.3544
2.3983,-3.2665
2.3872,-3.1346
2.3786,-2.9369
2.3720,-2.7831
2.3622,-2.6732
2.3484,-2.5414
2.3370,-2.4754
2.3257,-2.3216
2.3169,-1.8822
2.3072,-1.8163
2.2873,-1.6844
2.2581,-1.4647
2.2359,-1.3329
2.2243,-1.2450
2.2085,-1.2010
2.1888,-1.1351
2.1654,-1.0033
2.1365,-0.9154
2.0976,-0.8934
2.0374,-0.7836
1.9562,-0.7616
1.8636,-0.7176
1.7979,-0.7616
1.7239,-0.6078
1.6258,-0.4979
1.4573,-0.4979
1.2535,-0.4979
1.0948,-0.4979
0.9492,-0.3441
0.7646,-0.3661
0.5529,-0.3661
0.4259,-0.2562
0.3659,-0.3002
0.2992,-0.2342
0.2261,-0.2342
0.1555,-0.2562
0.0987,-0.2562
0.0690,-0.2342
0.0511,-0.2782
0.0456,-0.2123
0.0448,-0.2562
0.0441,-0.1683
0.0433,-0.2782
0.0431,-0.2123
0.0436,-0.1463
0.0438,-0.1683
0.0431,-0.3002
0.0432,-0.2342
0.0430,-0.1683
0.0434,-0.1244
0.0431,-0.2123
0.0415,-0.1683
0.0421,-0.2782
