force,angle
1.7451,-16.6108
1.6904,-15.4682
1.6323,-14.6772
1.5844,-14.0840
1.5520,-13.3808
1.5296,-12.6557
1.5051,-11.7549
1.4741,-11.5791
1.4519,-11.4033
1.4408,-10.8320
1.4265,-10.0849
1.4048,-9.7114
1.3838,-9.2060
1.3646,-8.4370
1.3418,-7.6460
1.3094,-7.2285
1.2810,-6.5473
1.2539,-5.8222
1.2236,-5.4267
1.1912,-4.8994
1.1607,-4.2842
1.1269,-4.1743
1.0972,-3.8667
1.0780,-3.1855
1.0490,-2.7461
0.9870,-2.4604
0.9204,-2.3725
0.8855,-2.0869
0.8361,-1.6035
0.7116,-1.5596
0.5483,-1.4936
0.4540,-1.4277
0.3723,-1.3618
0.2665,-1.2739
0.1658,-1.3179
0.1512,-1.3618
0.1513,-1.2959
0.1250,-1.3179
0.0895,-1.2519
0.0770,-1.3618
0.0785,-1.3398
0.0770,-1.2739
0.0759,-1.3618
0.0749,-1.2739
0.0741,-1.2959
0.0731,-1.3398
0.0738,-1.2959
0.0748,-1.3398
0.0745,-1.2739
0.0739,-1.3398
0.0740,-1.3179
0.0749,-1.2519
0.0742,-1.2739
0.0737,-1.2959
0.0739,-1.2959
0.0740,-1.2739
0.0741,-1.2519
0.0750,-1.2300
0.0736,-1.2959
0.0731,-1.2519
0.0741,-1.2959
0.0768,-1.2959
0.0771,-1.2739
0.0732,-1.2519
0.0706,-1.2519
0.0694,-1.3179
0.0695,-1.3179
0.0693,-1.3179
0.0703,-1.251
